period,agency,record,record_label,approp,allot_ps,allot_mode,allot_co,allot_tot,oblig_ps,oblig_mode,oblig_co,oblig_tot,uoblig_ps,uoblig_mode,uoblig_co,uoblig_tot,obligrate
2012_Q1,Department of Transportation and Communications,contappro_fy,            Allotment Releases in FY 2012,0,0,0,0,0,0,0,0,0,0,0,0,0,
2012_Q1,National Economic and Development Authority,budget,National Economic and Development Authority,3177153,1327907,1807975,42371,3178253,384208,192072,170955,747235,943699,1615903,-128584,2431018,0.2351087217
2012_Q1,National Economic and Development Authority,budget_curr,      Current Year Budget,2979018,1327907,1611202,41009,2980118,384208,156065,170240,710513,943699,1455137,-129231,2269605,
2012_Q1,National Economic and Development Authority,budget_agency,            Agency Specific Budget,2836893,1186922,1608962,41009,2836893,330924,155550,12377,498851,855998,1453412,28632,2338042,
2012_Q1,National Economic and Development Authority,budget_spf,            Special Purpose Funds,42556,42556,0,0,42556,26435,0,0,26435,16121,0,0,16121,
2012_Q1,National Economic and Development Authority,budget_automatic,            Automatic Appro,99569,98429,2240,0,100669,26849,515,157863,185227,71580,1725,-157863,-84558,
2012_Q1,National Economic and Development Authority,contappro,     Continuing Appro,198135,0,196773,1362,198135,0,36007,715,36722,0,160766,647,161413,
2012_Q1,National Economic and Development Authority,contappro_end,            Unobligated Allotment as of 12/31/11,198135,0,196773,1362,198135,0,36007,715,36722,0,160766,647,161413,
2012_Q1,National Economic and Development Authority,contappro_fy,            Allotment Releases in FY 2012,0,0,0,0,0,0,0,0,0,0,0,0,0,
2012_Q1,Presidential Communications Operations Office,budget,Presidential Communications Operations Office,1063262,594684,424030,35509,1054223,165977,96402,0,262379,428707,327628,35509,791844,0.2488837751
2012_Q1,Presidential Communications Operations Office,budget_curr,      Current Year Budget,1052453,594684,413221,35509,1043414,162175,94839,0,257014,432509,318382,35509,786400,
2012_Q1,Presidential Communications Operations Office,budget_agency,            Agency Specific Budget,997439,539670,413221,35509,988400,141748,94839,0,236587,397922,318382,35509,751813,
2012_Q1,Presidential Communications Operations Office,budget_spf,            Special Purpose Funds,4507,4507,0,0,4507,7300,0,0,7300,-2793,0,0,-2793,
2012_Q1,Presidential Communications Operations Office,budget_automatic,            Automatic Appro,50507,50507,0,0,50507,13127,0,0,13127,37380,0,0,37380,
2012_Q1,Presidential Communications Operations Office,contappro,     Continuing Appro,10809,0,10809,0,10809,3802,1563,0,5365,-3802,9246,0,5444,
2012_Q1,Presidential Communications Operations Office,contappro_end,            Unobligated Allotment as of 12/31/11,10809,0,10809,0,10809,598,1563,0,2161,-598,9246,0,8648,
2012_Q1,Presidential Communications Operations Office,contappro_fy,            Allotment Releases in FY 2012,0,0,0,0,0,3204,0,0,3204,-3204,0,0,-3204,
2012_Q1,Other Executive Office,budget,Other Executive Office,9177893,3058189,4812148,449936,8320273,686800,676772,32394,1395966,2371389,4135376,417542,6924307,0.1677788698
2012_Q1,Other Executive Office,budget_curr,      Current Year Budget,8234746,3058189,3946614,372323,7377126,686547,446497,27152,1160196,2371642,3500117,345171,6216930,
2012_Q1,Other Executive Office,budget_agency,            Agency Specific Budget,6700992,2795734,2834015,367844,5997593,625190,438181,27152,1090523,2170544,2395834,340692,4907070,
2012_Q1,Other Executive Office,budget_spf,            Special Purpose Funds,18024,12524,5500,0,18024,7808,0,0,7808,4716,5500,0,10216,
2012_Q1,Other Executive Office,budget_automatic,            Automatic Appro,1515730,249931,1107099,4479,1361509,53549,8316,0,61865,196382,1098783,4479,1299644,
2012_Q1,Other Executive Office,contappro,     Continuing Appro,943147,0,865534,77613,943147,253,230275,5242,235770,-253,635259,72371,707377,
2012_Q1,Other Executive Office,contappro_end,            Unobligated Allotment as of 12/31/11,925847,0,848234,77613,925847,253,225275,5242,230770,-253,622959,72371,695077,
2012_Q1,Other Executive Office,contappro_fy,            Allotment Releases in FY 2012,17300,0,17300,0,17300,0,5000,0,5000,0,12300,0,12300,
2012_Q1,Autonomous Region in Muslim Mindanao ,budget,Autonomous Region in Muslim Mindanao ,12556873,7947110,1943899,375791,10266800,296097,176701,156611,629409,7651013,1767198,219180,9637391,0.0613052753
2012_Q1,Autonomous Region in Muslim Mindanao ,budget_curr,      Current Year Budget,12375032,7947110,1771950,365899,10084959,296097,157163,2668,455928,7651013,1614787,363231,9629031,
2012_Q1,Autonomous Region in Muslim Mindanao ,budget_agency,            Agency Specific Budget,11601459,7755342,1771950,365899,9893191,273024,157163,2668,432855,7482318,1614787,363231,9460336,
2012_Q1,Autonomous Region in Muslim Mindanao ,budget_spf,            Special Purpose Funds,22659,22659,,,22659,-2708,,,-2708,25367,0,0,25367,
2012_Q1,Autonomous Region in Muslim Mindanao ,budget_automatic,            Automatic Appro,750916,169111,,,169111,25781,,,25781,143330,0,0,143330,
2012_Q1,Autonomous Region in Muslim Mindanao ,contappro,     Continuing Appro,181841,,171949,9892,181841,,19538,153943,173481,0,152411,-144051,8360,
2012_Q1,Autonomous Region in Muslim Mindanao ,contappro_end,            Unobligated Allotment as of 12/31/11,178991,,169099,9892,178991,,19538,153943,173481,0,149561,-144051,5510,
2012_Q1,Autonomous Region in Muslim Mindanao ,contappro_fy,            Allotment Releases in FY 2012,2850,,2850,,2850,,,,0,0,2850,0,2850,
2012_Q1,Joint Legislative-Executive Councils ,budget,Joint Legislative-Executive Councils ,2251,1625,607,19,2251,431,91,,522,1194,516,19,1729,0.2318969347
2012_Q1,Joint Legislative-Executive Councils ,budget_curr,      Current Year Budget,2137,1625,512,,2137,431,41,,472,1194,471,0,1665,
2012_Q1,Joint Legislative-Executive Councils ,budget_agency,            Agency Specific Budget,2137,1625,512,,2137,431,41,,472,1194,471,0,1665,
2012_Q1,Joint Legislative-Executive Councils ,budget_spf,            Special Purpose Funds,,,,,0,,,,0,0,0,0,0,
2012_Q1,Joint Legislative-Executive Councils ,budget_automatic,            Automatic Appro,,,,,0,,,,0,0,0,0,0,
2012_Q1,Joint Legislative-Executive Councils ,contappro,     Continuing Appro,114,,95,19,114,,50,,50,0,45,19,64,
2012_Q1,Joint Legislative-Executive Councils ,contappro_end,            Unobligated Allotment as of 12/31/11,114,,95,19,114,,50,,50,0,45,19,64,
2012_Q1,Joint Legislative-Executive Councils ,contappro_fy,            Allotment Releases in FY 2012,,,,,0,,,,0,0,0,0,0,
2012_Q1,The Judiciary ,budget,The Judiciary ,16802446,12060189,4058489,683768,16802446,282957,170643,27555,481155,11777232,3887846,656213,16321291,0.0286360093
2012_Q1,The Judiciary ,budget_curr,      Current Year Budget,16000769,12060189,3661950,278630,16000769,282957,154740,21276,458973,11777232,3507210,257354,15541796,
2012_Q1,The Judiciary ,budget_agency,            Agency Specific Budget,15075891,11135311,3661950,278630,15075891,210868,154740,21276,386884,10924443,3507210,257354,14689007,
2012_Q1,The Judiciary ,budget_spf,            Special Purpose Funds,286473,286473,,,286473,58631,,,58631,227842,0,0,227842,
2012_Q1,The Judiciary ,budget_automatic,            Automatic Appro,638405,638405,,,638405,13458,,,13458,624947,0,0,624947,
2012_Q1,The Judiciary ,contappro,     Continuing Appro,801677,,396539,405138,801677,,15903,6279,22182,0,380636,398859,779495,
2012_Q1,The Judiciary ,contappro_end,            Unobligated Allotment as of 12/31/11,801677,,396539,405138,801677,,15903,6279,22182,0,380636,398859,779495,
2012_Q1,The Judiciary ,contappro_fy,            Allotment Releases in FY 2012,,,,,0,,,,0,0,0,0,0,
2012_Q1,Civil Service Commission ,budget,Civil Service Commission ,830097,658556,156841,14700,830097,193595,24298,26,217919,464961,132543,14674,612178,0.2625223317
2012_Q1,Civil Service Commission ,budget_curr,      Current Year Budget,823262,856556,155806,8900,1021262,193595,23458,26,217079,662961,132348,8874,804183,
2012_Q1,Civil Service Commission ,budget_agency,            Agency Specific Budget,777248,612542,155806,8900,777248,181093,23458,26,204577,431449,132348,8874,572671,
2012_Q1,Civil Service Commission ,budget_spf,            Special Purpose Funds,1484,1484,,,1484,,,,0,1484,0,0,1484,
2012_Q1,Civil Service Commission ,budget_automatic,            Automatic Appro,44530,44530,,,44530,12502,,,12502,32028,0,0,32028,
2012_Q1,Civil Service Commission ,contappro,     Continuing Appro,6835,,1035,5800,6835,,840,,840,0,195,5800,5995,
2012_Q1,Civil Service Commission ,contappro_end,            Unobligated Allotment as of 12/31/11,6835,,1035,5800,6835,,840,,840,0,195,5800,5995,
2012_Q1,Civil Service Commission ,contappro_fy,            Allotment Releases in FY 2012,,,,,0,,,,0,0,0,0,0,
2012_Q1,Commission on Audit ,budget,Commission on Audit ,7210844,6473248,328243,409353,7210844,1310775,58974,45,1369794,5162473,269269,409308,5841050,0.1899630612
2012_Q1,Commission on Audit ,budget_curr,      Current Year Budget,7055743,6473248,312719,269776,7055743,1310775,55837,45,1366657,5162473,256882,269731,5689086,
2012_Q1,Commission on Audit ,budget_agency,            Agency Specific Budget,6634662,6052167,312719,269776,6634662,1064351,55837,45,1120233,4987816,256882,269731,5514429,
2012_Q1,Commission on Audit ,budget_spf,            Special Purpose Funds,53719,53719,,,53719,157731,,,157731,-104012,0,0,-104012,
2012_Q1,Commission on Audit ,budget_automatic,            Automatic Appro,367362,367362,,,367362,88693,,,88693,278669,0,0,278669,
2012_Q1,Commission on Audit ,contappro,     Continuing Appro,155101,,15524,139577,155101,,3137,,3137,0,12387,139577,151964,
2012_Q1,Commission on Audit ,contappro_end,            Unobligated Allotment as of 12/31/11,155101,,15524,139577,155101,,3137,,3137,0,12387,139577,151964,
2012_Q1,Commission on Audit ,contappro_fy,            Allotment Releases in FY 2012,,,,,0,,,,0,0,0,0,0,
2012_Q1,Commission on Elections ,budget,Commission on Elections ,14913778,2208508,10333104,2372166,14913778,491364,184751,1111312,1787427,1717144,10148353,1260854,13126351,0.1198507179
2012_Q1,Commission on Elections ,budget_curr,      Current Year Budget,10180485,2004167,8164318,12000,10180485,448303,43607,,491910,1555864,8120711,12000,9688575,
2012_Q1,Commission on Elections ,budget_agency,            Agency Specific Budget,10026978,1850660,8164318,12000,10026978,387302,43607,,430909,1463358,8120711,12000,9596069,
2012_Q1,Commission on Elections ,budget_spf,            Special Purpose Funds,27310,27310,,,27310,26180,,,26180,1130,0,0,1130,
2012_Q1,Commission on Elections ,budget_automatic,            Automatic Appro,126197,126197,,,126197,34821,,,34821,91376,0,0,91376,
2012_Q1,Commission on Elections ,contappro,     Continuing Appro,4733293,204341,2168786,2360166,4733293,43061,141144,1111312,1295517,161280,2027642,1248854,3437776,
2012_Q1,Commission on Elections ,contappro_end,            Unobligated Allotment as of 12/31/11,4733293,204341,2168786,2360166,4733293,43061,141144,1111312,1295517,161280,2027642,1248854,3437776,
2012_Q1,Commission on Elections ,contappro_fy,            Allotment Releases in FY 2012,,,,,0,,,,0,0,0,0,0,
2012_Q1,Office of the Ombudsman ,budget,Office of the Ombudsman ,1977403,1145081,520973,311349,1977403,299799,63719,18558,382076,845282,457254,292791,1595327,0.1932211087
2012_Q1,Office of the Ombudsman ,budget_curr,      Current Year Budget,1356860,1145081,192490,19289,1356860,299799,46695,16122,362616,845282,145795,3167,994244,
2012_Q1,Office of the Ombudsman ,budget_agency,            Agency Specific Budget,1308746,1100134,192490,16122,1308746,298938,46695,16122,361755,801196,145795,0,946991,
2012_Q1,Office of the Ombudsman ,budget_spf,            Special Purpose Funds,,,,,0,,,,0,0,0,0,0,
2012_Q1,Office of the Ombudsman ,budget_automatic,            Automatic Appro,48114,44947,,3167,48114,861,,,861,44086,0,3167,47253,
2012_Q1,Office of the Ombudsman ,contappro,     Continuing Appro,620543,,328483,292060,620543,,17024,2436,19460,0,311459,289624,601083,
2012_Q1,Office of the Ombudsman ,contappro_end,            Unobligated Allotment as of 12/31/11,620543,,328483,292060,620543,,17024,2436,19460,0,311459,289624,601083,
2012_Q1,Office of the Ombudsman ,contappro_fy,            Allotment Releases in FY 2012,,,,,0,,,,0,0,0,0,0,
2012_Q1,Commission on Human Rights ,budget,Commission on Human Rights ,297446,198577,86169,12700,297446,53329,18898,91,72318,145248,67271,12609,225128,0.2431298454
